index,gm_code,municipality,gender,age_group,education,vote_2030
641,GM0402    ,Hilversum,female,45-55,"Havo, vwo, mbo2-4",VVD
642,GM1992    ,Voorne aan Zee,male,25-35,"Hbo-, wo-bachelor",D66
643,GM0796    ,'s-Hertogenbosch,female,25-35,"Hbo-, wo-bachelor",D66
644,GM1659    ,Laarbeek,female,35-45,"Vmbo, havo-/vwo-onderbouw, mbo1",CDA
645,GM0453    ,Velsen,female,35-45,"Vmbo, havo-/vwo-onderbouw, mbo1",SP
646,GM0383    ,Castricum,male,15-25,"Hbo-, wo-bachelor",D66
647,GM0363    ,Amsterdam,female,45-55,"Havo, vwo, mbo2-4",D66
648,GM0340    ,Rhenen,male,65-75,"Hbo-, wo-bachelor",VVD
649,GM0758    ,Breda,female,45-55,"Hbo-, wo-bachelor",D66
650,GM0352    ,Wijk bij Duurstede,male,65-75,"Hbo-, wo-bachelor",CDA
651,GM0160    ,Hardenberg,female,45-55,"Havo, vwo, mbo2-4",BBB
652,GM0718    ,Vlissingen,male,15-25,"Havo, vwo, mbo2-4",D66
653,GM0273    ,Putten,female,45-55,"Havo, vwo, mbo2-4",CDA
654,GM0233    ,Ermelo,male,65-75,"Havo, vwo, mbo2-4",BBB
655,GM0203    ,Barneveld,female,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",VVD
656,GM0935    ,Maastricht,male,45-55,"Hbo-, wo-master, doctor",D66
657,GM0632    ,Woerden,female,15-25,Basisonderwijs,Did not vote
658,GM0396    ,Heemskerk,female,25-35,"Hbo-, wo-bachelor",D66
659,GM1926    ,Pijnacker-Nootdorp,female,25-35,"Hbo-, wo-bachelor",D66
660,GM0342    ,Soest,male,45-55,"Hbo-, wo-master, doctor",D66
661,GM1783    ,Westland,female,65-75,"Havo, vwo, mbo2-4",CDA
662,GM1581    ,Utrechtse Heuvelrug,male,65-75,"Hbo-, wo-bachelor",50PLUS
663,GM0794    ,Helmond,female,55-65,"Havo, vwo, mbo2-4",CDA
664,GM0809    ,Loon op Zand,male,25-35,"Hbo-, wo-bachelor",VVD
665,GM0344    ,Utrecht (gemeente),male,15-25,"Hbo-, wo-master, doctor",D66
666,GM0296    ,Wijchen,male,65-75,"Vmbo, havo-/vwo-onderbouw, mbo1",CDA
667,GM0392    ,Haarlem,male,25-35,"Havo, vwo, mbo2-4",D66
668,GM0014    ,Groningen (gemeente),male,65-75,"Hbo-, wo-bachelor",50PLUS
669,GM1674    ,Roosendaal,male,65-75,"Havo, vwo, mbo2-4",CDA
670,GM0233    ,Ermelo,male,65-75,"Hbo-, wo-bachelor",CDA
671,GM0590    ,Papendrecht,female,45-55,"Havo, vwo, mbo2-4",VVD
672,GM1930    ,Nissewaard,male,25-35,"Havo, vwo, mbo2-4",D66
673,GM1926    ,Pijnacker-Nootdorp,female,35-45,"Hbo-, wo-master, doctor",D66
674,GM1980    ,Dijk en Waard,female,35-45,"Hbo-, wo-bachelor",D66
675,GM0363    ,Amsterdam,female,65-75,Basisonderwijs,50PLUS
676,GM0362    ,Amstelveen,female,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",Did not vote
677,GM1674    ,Roosendaal,female,45-55,"Havo, vwo, mbo2-4",CDA
678,GM0313    ,Bunschoten,female,15-25,"Havo, vwo, mbo2-4",D66
679,GM0502    ,Capelle aan den IJssel,female,55-65,"Hbo-, wo-master, doctor",D66
680,GM0321    ,Houten,male,25-35,"Havo, vwo, mbo2-4",VVD
681,GM0344    ,Utrecht (gemeente),male,15-25,"Havo, vwo, mbo2-4",D66
682,GM0080    ,Leeuwarden,female,25-35,"Hbo-, wo-bachelor",D66
683,GM0047    ,Veendam,female,35-45,"Hbo-, wo-bachelor",VVD
684,GM1641    ,Maasgouw,male,45-55,"Hbo-, wo-bachelor",CDA
685,GM0809    ,Loon op Zand,male,65-75,"Havo, vwo, mbo2-4",BBB
686,GM1924    ,Goeree-Overflakkee,female,65-75,"Vmbo, havo-/vwo-onderbouw, mbo1",50PLUS
687,GM0893    ,Bergen (L.),male,55-65,"Havo, vwo, mbo2-4",VVD
688,GM0150    ,Deventer,female,55-65,"Vmbo, havo-/vwo-onderbouw, mbo1",CDA
689,GM0202    ,Arnhem,male,45-55,"Hbo-, wo-bachelor",VVD
690,GM0294    ,Winterswijk,female,35-45,"Vmbo, havo-/vwo-onderbouw, mbo1",BBB
691,GM0518    ,'s-Gravenhage (gemeente),male,65-75,"Hbo-, wo-bachelor",VVD
692,GM0575    ,Noordwijk,female,15-25,"Havo, vwo, mbo2-4",D66
693,GM1690    ,De Wolden,female,45-55,"Vmbo, havo-/vwo-onderbouw, mbo1",CDA
694,GM0080    ,Leeuwarden,female,25-35,"Havo, vwo, mbo2-4",D66
695,GM0363    ,Amsterdam,female,65-75,"Havo, vwo, mbo2-4",GL-PvdA
696,GM0928    ,Kerkrade,female,35-45,"Vmbo, havo-/vwo-onderbouw, mbo1",SP
697,GM0384    ,Diemen,male,35-45,"Hbo-, wo-master, doctor",D66
698,GM0213    ,Brummen,male,25-35,"Vmbo, havo-/vwo-onderbouw, mbo1",Did not vote
699,GM0399    ,Heiloo,female,55-65,"Hbo-, wo-bachelor",CDA
700,GM0321    ,Houten,male,15-25,"Havo, vwo, mbo2-4",D66
701,GM0345    ,Veenendaal,male,25-35,"Havo, vwo, mbo2-4",VVD
702,GM0518    ,'s-Gravenhage (gemeente),female,25-35,"Hbo-, wo-bachelor",D66
703,GM1978    ,Molenlanden,female,45-55,"Vmbo, havo-/vwo-onderbouw, mbo1",Did not vote
704,GM0505    ,Dordrecht,male,65-75,"Hbo-, wo-bachelor",50PLUS
705,GM1892    ,Zuidplas,male,55-65,"Hbo-, wo-bachelor",VVD
706,GM0173    ,Oldenzaal,female,25-35,"Hbo-, wo-bachelor",D66
707,GM0917    ,Heerlen,male,35-45,"Havo, vwo, mbo2-4",VVD
708,GM0865    ,Vught,male,45-55,"Hbo-, wo-master, doctor",VVD
709,GM0610    ,Sliedrecht,female,25-35,"Havo, vwo, mbo2-4",D66
710,GM1930    ,Nissewaard,female,55-65,"Vmbo, havo-/vwo-onderbouw, mbo1",50PLUS
711,GM0193    ,Zwolle,female,35-45,"Hbo-, wo-bachelor",D66
712,GM0772    ,Eindhoven,female,35-45,"Hbo-, wo-master, doctor",D66
713,GM0489    ,Barendrecht,male,45-55,"Hbo-, wo-master, doctor",D66
714,GM0312    ,Bunnik,male,45-55,"Havo, vwo, mbo2-4",VVD
715,GM0995    ,Lelystad,male,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",Did not vote
716,GM0394    ,Haarlemmermeer,male,65-75,"Hbo-, wo-bachelor",VVD
717,GM0384    ,Diemen,male,15-25,"Havo, vwo, mbo2-4",D66
718,GM0599    ,Rotterdam,male,35-45,"Hbo-, wo-master, doctor",D66
719,GM1876    ,Bronckhorst,female,65-75,"Vmbo, havo-/vwo-onderbouw, mbo1",CDA
720,GM1655    ,Halderberge,female,45-55,"Hbo-, wo-bachelor",CDA
721,GM1507    ,Horst aan de Maas,male,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",Did not vote
722,GM0150    ,Deventer,female,45-55,"Havo, vwo, mbo2-4",CDA
723,GM0502    ,Capelle aan den IJssel,male,65-75,"Vmbo, havo-/vwo-onderbouw, mbo1",50PLUS
724,GM0796    ,'s-Hertogenbosch,male,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",Did not vote
725,GM1696    ,Wijdemeren,female,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",Did not vote
726,GM0014    ,Groningen (gemeente),female,35-45,"Hbo-, wo-master, doctor",D66
727,GM0243    ,Harderwijk,male,35-45,"Havo, vwo, mbo2-4",VVD
728,GM0356    ,Nieuwegein,male,45-55,"Hbo-, wo-bachelor",VVD
729,GM0479    ,Zaanstad,male,35-45,"Hbo-, wo-master, doctor",D66
730,GM0748    ,Bergen op Zoom,female,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",Did not vote
731,GM0748    ,Bergen op Zoom,female,45-55,"Havo, vwo, mbo2-4",VVD
732,GM1842    ,Midden-Delfland,male,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",BBB
733,GM0047    ,Veendam,female,45-55,Basisonderwijs,Did not vote
734,GM0770    ,Eersel,male,65-75,"Havo, vwo, mbo2-4",CDA
735,GM1950    ,Westerwolde,female,55-65,"Havo, vwo, mbo2-4",CDA
736,GM1904    ,Stichtse Vecht,female,45-55,"Havo, vwo, mbo2-4",VVD
737,GM0358    ,Aalsmeer,female,45-55,"Hbo-, wo-bachelor",D66
738,GM1963    ,Hoeksche Waard,female,45-55,"Hbo-, wo-bachelor",VVD
739,GM1883    ,Sittard-Geleen,male,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",Did not vote
740,GM0394    ,Haarlemmermeer,female,65-75,"Havo, vwo, mbo2-4",CDA
741,GM1980    ,Dijk en Waard,female,55-65,"Havo, vwo, mbo2-4",CDA
742,GM0677    ,Hulst,male,45-55,"Havo, vwo, mbo2-4",VVD
743,GM0164    ,Hengelo (O.),female,65-75,"Havo, vwo, mbo2-4",CDA
744,GM1721    ,Bernheze,male,25-35,"Hbo-, wo-bachelor",D66
745,GM1901    ,Bodegraven-Reeuwijk,female,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",Did not vote
746,GM0243    ,Harderwijk,female,15-25,Basisonderwijs,Did not vote
747,GM0375    ,Beverwijk,female,45-55,"Havo, vwo, mbo2-4",D66
748,GM0826    ,Oosterhout,male,35-45,"Havo, vwo, mbo2-4",VVD
749,GM0301    ,Zutphen,male,25-35,"Havo, vwo, mbo2-4",VVD
750,GM0098    ,Weststellingwerf,male,45-55,"Havo, vwo, mbo2-4",CDA
751,GM1721    ,Bernheze,male,55-65,"Havo, vwo, mbo2-4",CDA
752,GM0505    ,Dordrecht,female,35-45,"Hbo-, wo-master, doctor",D66
753,GM0274    ,Renkum,male,65-75,"Hbo-, wo-bachelor",VVD
754,GM0772    ,Eindhoven,female,25-35,"Vmbo, havo-/vwo-onderbouw, mbo1",PVV
755,GM1690    ,De Wolden,male,35-45,"Havo, vwo, mbo2-4",BBB
756,GM0293    ,Westervoort,female,55-65,"Vmbo, havo-/vwo-onderbouw, mbo1",50PLUS
757,GM0397    ,Heemstede,male,15-25,"Havo, vwo, mbo2-4",VVD
758,GM0243    ,Harderwijk,female,25-35,"Havo, vwo, mbo2-4",D66
759,GM0518    ,'s-Gravenhage (gemeente),female,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",Did not vote
760,GM0840    ,Rucphen,female,15-25,Basisonderwijs,Did not vote
761,GM0867    ,Waalwijk,male,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",Did not vote
762,GM0556    ,Maassluis,male,25-35,"Havo, vwo, mbo2-4",VVD
763,GM1895    ,Oldambt,male,25-35,"Havo, vwo, mbo2-4",BBB
764,GM0189    ,Wierden,male,25-35,"Havo, vwo, mbo2-4",BBB
765,GM0014    ,Groningen (gemeente),male,35-45,"Vmbo, havo-/vwo-onderbouw, mbo1",SP
766,GM0858    ,Valkenswaard,male,35-45,"Havo, vwo, mbo2-4",CDA
767,GM1900    ,Súdwest-Fryslân,female,45-55,"Havo, vwo, mbo2-4",FNP
768,GM0034    ,Almere,female,15-25,"Havo, vwo, mbo2-4",D66
769,GM0823    ,Oirschot,female,55-65,"Havo, vwo, mbo2-4",CDA
770,GM1901    ,Bodegraven-Reeuwijk,male,65-75,"Vmbo, havo-/vwo-onderbouw, mbo1",CDA
771,GM0396    ,Heemskerk,male,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",Did not vote
772,GM0302    ,Nunspeet,male,45-55,"Havo, vwo, mbo2-4",VVD
773,GM0899    ,Brunssum,male,15-25,Basisonderwijs,Did not vote
774,GM0363    ,Amsterdam,male,65-75,"Havo, vwo, mbo2-4",VVD
775,GM0375    ,Beverwijk,male,35-45,"Havo, vwo, mbo2-4",VVD
776,GM0484    ,Alphen aan den Rijn,male,45-55,"Havo, vwo, mbo2-4",VVD
777,GM0014    ,Groningen (gemeente),male,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",Did not vote
778,GM0642    ,Zwijndrecht,male,65-75,"Havo, vwo, mbo2-4",CDA
779,GM0014    ,Groningen (gemeente),male,35-45,"Hbo-, wo-master, doctor",D66
780,GM0147    ,Borne,female,35-45,"Havo, vwo, mbo2-4",VVD
781,GM0420    ,Medemblik,female,25-35,"Havo, vwo, mbo2-4",D66
782,GM0847    ,Someren,male,15-25,"Havo, vwo, mbo2-4",VVD
783,GM0297    ,Zaltbommel,female,25-35,"Hbo-, wo-bachelor",D66
784,GM0356    ,Nieuwegein,female,35-45,"Havo, vwo, mbo2-4",D66
785,GM1980    ,Dijk en Waard,female,45-55,"Hbo-, wo-bachelor",D66
786,GM1924    ,Goeree-Overflakkee,female,15-25,"Havo, vwo, mbo2-4",PvdD
787,GM1966    ,Het Hogeland,male,55-65,"Havo, vwo, mbo2-4",BBB
788,GM0518    ,'s-Gravenhage (gemeente),male,25-35,"Hbo-, wo-bachelor",D66
789,GM0106    ,Assen,female,55-65,"Havo, vwo, mbo2-4",CDA
790,GM0995    ,Lelystad,male,35-45,"Hbo-, wo-bachelor",VVD
791,GM0307    ,Amersfoort,female,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",PvdD
792,GM0935    ,Maastricht,female,15-25,"Hbo-, wo-bachelor",D66
793,GM1979    ,Eemsdelta,male,15-25,"Havo, vwo, mbo2-4",D66
794,GM0770    ,Eersel,female,65-75,"Vmbo, havo-/vwo-onderbouw, mbo1",CDA
795,GM0345    ,Veenendaal,male,15-25,"Havo, vwo, mbo2-4",VVD
796,GM0262    ,Lochem,female,15-25,Basisonderwijs,Did not vote
797,GM0606    ,Schiedam,female,25-35,"Havo, vwo, mbo2-4",D66
798,GM1979    ,Eemsdelta,female,25-35,"Havo, vwo, mbo2-4",D66
799,GM0505    ,Dordrecht,female,25-35,Basisonderwijs,Did not vote
800,GM0268    ,Nijmegen,male,35-45,"Hbo-, wo-master, doctor",D66
801,GM0703    ,Reimerswaal,female,45-55,"Vmbo, havo-/vwo-onderbouw, mbo1",CDA
802,GM0228    ,Ede,female,65-75,"Vmbo, havo-/vwo-onderbouw, mbo1",50PLUS
803,GM0599    ,Rotterdam,female,25-35,"Hbo-, wo-master, doctor",D66
804,GM1740    ,Neder-Betuwe,female,25-35,"Havo, vwo, mbo2-4",BBB
805,GM1955    ,Montferland,female,45-55,"Havo, vwo, mbo2-4",CDA
806,GM1924    ,Goeree-Overflakkee,male,65-75,"Havo, vwo, mbo2-4",BBB
807,GM0715    ,Terneuzen,male,55-65,"Hbo-, wo-bachelor",VVD
808,GM0362    ,Amstelveen,male,55-65,"Havo, vwo, mbo2-4",VVD
809,GM0166    ,Kampen,male,15-25,Basisonderwijs,Did not vote
810,GM0988    ,Weert,female,35-45,"Hbo-, wo-bachelor",CDA
811,GM0150    ,Deventer,male,45-55,"Hbo-, wo-bachelor",VVD
812,GM0406    ,Huizen,male,45-55,"Havo, vwo, mbo2-4",VVD
813,GM1719    ,Drimmelen,male,65-75,Basisonderwijs,CDA
814,GM0718    ,Vlissingen,male,65-75,"Hbo-, wo-master, doctor",D66
815,GM0439    ,Purmerend,female,35-45,"Hbo-, wo-bachelor",D66
816,GM0772    ,Eindhoven,female,55-65,"Hbo-, wo-bachelor",CDA
817,GM0268    ,Nijmegen,female,25-35,"Hbo-, wo-bachelor",D66
818,GM0772    ,Eindhoven,female,15-25,Basisonderwijs,Did not vote
819,GM0642    ,Zwijndrecht,female,35-45,"Vmbo, havo-/vwo-onderbouw, mbo1",SP
820,GM0777    ,Etten-Leur,male,45-55,"Vmbo, havo-/vwo-onderbouw, mbo1",VVD
821,GM0202    ,Arnhem,female,45-55,"Vmbo, havo-/vwo-onderbouw, mbo1",Did not vote
822,GM0917    ,Heerlen,male,35-45,"Hbo-, wo-bachelor",VVD
823,GM0537    ,Katwijk,male,55-65,"Vmbo, havo-/vwo-onderbouw, mbo1",VVD
824,GM0518    ,'s-Gravenhage (gemeente),male,45-55,"Hbo-, wo-master, doctor",D66
825,GM1859    ,Berkelland,male,15-25,"Hbo-, wo-bachelor",D66
826,GM0845    ,Sint-Michielsgestel,male,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",Did not vote
827,GM0632    ,Woerden,female,65-75,"Vmbo, havo-/vwo-onderbouw, mbo1",50PLUS
828,GM1940    ,De Fryske Marren,female,25-35,"Hbo-, wo-bachelor",D66
829,GM0363    ,Amsterdam,female,15-25,"Hbo-, wo-bachelor",D66
830,GM0484    ,Alphen aan den Rijn,male,55-65,"Havo, vwo, mbo2-4",VVD
831,GM0344    ,Utrecht (gemeente),male,25-35,"Havo, vwo, mbo2-4",D66
832,GM0228    ,Ede,female,65-75,Basisonderwijs,50PLUS
833,GM1960    ,West Betuwe,male,25-35,"Hbo-, wo-master, doctor",D66
834,GM1641    ,Maasgouw,male,45-55,Basisonderwijs,BBB
835,GM0014    ,Groningen (gemeente),male,45-55,"Vmbo, havo-/vwo-onderbouw, mbo1",VVD
836,GM0034    ,Almere,male,45-55,"Havo, vwo, mbo2-4",VVD
837,GM0307    ,Amersfoort,male,55-65,"Havo, vwo, mbo2-4",CDA
838,GM1940    ,De Fryske Marren,male,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",Did not vote
839,GM1948    ,Meierijstad,male,35-45,"Havo, vwo, mbo2-4",CDA
840,GM0503    ,Delft,female,65-75,"Hbo-, wo-master, doctor",D66
841,GM0168    ,Losser,male,25-35,"Hbo-, wo-bachelor",D66
842,GM0034    ,Almere,male,65-75,"Vmbo, havo-/vwo-onderbouw, mbo1",50PLUS
843,GM0855    ,Tilburg,female,55-65,"Havo, vwo, mbo2-4",CDA
844,GM0828    ,Oss,female,55-65,"Vmbo, havo-/vwo-onderbouw, mbo1",CDA
845,GM0772    ,Eindhoven,male,15-25,"Havo, vwo, mbo2-4",D66
846,GM1931    ,Krimpenerwaard,female,65-75,"Vmbo, havo-/vwo-onderbouw, mbo1",CDA
847,GM1949    ,Waadhoeke,male,25-35,"Havo, vwo, mbo2-4",Did not vote
848,GM0400    ,Den Helder,female,65-75,"Vmbo, havo-/vwo-onderbouw, mbo1",50PLUS
849,GM0531    ,Hendrik-Ido-Ambacht,male,45-55,"Hbo-, wo-master, doctor",D66
850,GM0637    ,Zoetermeer,male,25-35,"Havo, vwo, mbo2-4",D66
851,GM0014    ,Groningen (gemeente),male,25-35,"Hbo-, wo-master, doctor",D66
852,GM0034    ,Almere,female,65-75,"Hbo-, wo-bachelor",50PLUS
853,GM0344    ,Utrecht (gemeente),male,55-65,"Havo, vwo, mbo2-4",CDA
854,GM0502    ,Capelle aan den IJssel,male,35-45,"Havo, vwo, mbo2-4",VVD
855,GM0794    ,Helmond,female,15-25,"Havo, vwo, mbo2-4",GL-PvdA
856,GM1728    ,Bladel,male,35-45,"Havo, vwo, mbo2-4",CDA
857,GM0163    ,Hellendoorn,male,15-25,Basisonderwijs,Did not vote
858,GM1959    ,Altena,female,45-55,"Hbo-, wo-master, doctor",D66
859,GM0394    ,Haarlemmermeer,male,55-65,"Havo, vwo, mbo2-4",VVD
860,GM0772    ,Eindhoven,female,45-55,Basisonderwijs,Did not vote
861,GM0228    ,Ede,female,55-65,"Havo, vwo, mbo2-4",50PLUS
862,GM1969    ,Westerkwartier,male,65-75,"Havo, vwo, mbo2-4",CDA
863,GM0228    ,Ede,male,45-55,"Havo, vwo, mbo2-4",VVD
864,GM0809    ,Loon op Zand,female,25-35,"Havo, vwo, mbo2-4",D66
865,GM1721    ,Bernheze,female,25-35,"Hbo-, wo-bachelor",D66
866,GM0363    ,Amsterdam,female,35-45,"Hbo-, wo-bachelor",D66
867,GM1970    ,Noardeast-Fryslân,male,35-45,"Havo, vwo, mbo2-4",BBB
868,GM0935    ,Maastricht,male,35-45,"Havo, vwo, mbo2-4",D66
869,GM0603    ,Rijswijk (ZH.),female,35-45,"Vmbo, havo-/vwo-onderbouw, mbo1",VVD
870,GM0394    ,Haarlemmermeer,male,25-35,"Hbo-, wo-bachelor",D66
871,GM0518    ,'s-Gravenhage (gemeente),female,25-35,"Havo, vwo, mbo2-4",D66
872,GM0344    ,Utrecht (gemeente),female,35-45,"Hbo-, wo-bachelor",D66
873,GM0361    ,Alkmaar,female,25-35,"Havo, vwo, mbo2-4",D66
874,GM0268    ,Nijmegen,male,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",PVV
875,GM0345    ,Veenendaal,male,35-45,"Hbo-, wo-master, doctor",D66
876,GM0014    ,Groningen (gemeente),female,25-35,"Havo, vwo, mbo2-4",D66
877,GM1930    ,Nissewaard,male,55-65,"Havo, vwo, mbo2-4",VVD
878,GM1859    ,Berkelland,male,35-45,"Hbo-, wo-bachelor",BBB
879,GM0743    ,Asten,male,65-75,"Havo, vwo, mbo2-4",CDA
880,GM1901    ,Bodegraven-Reeuwijk,male,65-75,"Havo, vwo, mbo2-4",VVD
881,GM0158    ,Haaksbergen,male,35-45,"Havo, vwo, mbo2-4",VVD
882,GM0777    ,Etten-Leur,male,55-65,"Vmbo, havo-/vwo-onderbouw, mbo1",CDA
883,GM0518    ,'s-Gravenhage (gemeente),male,45-55,"Vmbo, havo-/vwo-onderbouw, mbo1",VVD
884,GM0164    ,Hengelo (O.),female,15-25,"Hbo-, wo-bachelor",D66
885,GM0050    ,Zeewolde,male,35-45,"Vmbo, havo-/vwo-onderbouw, mbo1",VVD
886,GM0086    ,Opsterland,male,35-45,"Vmbo, havo-/vwo-onderbouw, mbo1",BBB
887,GM0479    ,Zaanstad,male,35-45,"Havo, vwo, mbo2-4",VVD
888,GM0363    ,Amsterdam,male,35-45,Basisonderwijs,Did not vote
889,GM1731    ,Midden-Drenthe,male,15-25,"Havo, vwo, mbo2-4",BBB
890,GM1740    ,Neder-Betuwe,male,55-65,"Vmbo, havo-/vwo-onderbouw, mbo1",CDA
891,GM1955    ,Montferland,male,45-55,"Hbo-, wo-bachelor",VVD
892,GM0085    ,Ooststellingwerf,female,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",BBB
893,GM1734    ,Overbetuwe,male,65-75,"Havo, vwo, mbo2-4",CDA
894,GM0879    ,Zundert,female,45-55,"Hbo-, wo-bachelor",CDA
895,GM0556    ,Maassluis,female,65-75,"Hbo-, wo-master, doctor",D66
896,GM0362    ,Amstelveen,male,45-55,"Hbo-, wo-bachelor",D66
897,GM1948    ,Meierijstad,female,45-55,"Hbo-, wo-bachelor",CDA
898,GM0777    ,Etten-Leur,male,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",PVV
899,GM1942    ,Gooise Meren,female,55-65,"Hbo-, wo-bachelor",VVD
900,GM0263    ,Maasdriel,male,15-25,"Havo, vwo, mbo2-4",BBB
901,GM0392    ,Haarlem,female,65-75,"Hbo-, wo-bachelor",50PLUS
902,GM0074    ,Heerenveen,female,35-45,"Havo, vwo, mbo2-4",FNP
903,GM0489    ,Barendrecht,male,25-35,"Vmbo, havo-/vwo-onderbouw, mbo1",Did not vote
904,GM0613    ,Albrandswaard,male,35-45,"Havo, vwo, mbo2-4",VVD
905,GM0363    ,Amsterdam,female,25-35,"Vmbo, havo-/vwo-onderbouw, mbo1",GL-PvdA
906,GM0153    ,Enschede,female,45-55,"Havo, vwo, mbo2-4",SP
907,GM1982    ,Land van Cuijk,male,25-35,"Vmbo, havo-/vwo-onderbouw, mbo1",BBB
908,GM0363    ,Amsterdam,female,15-25,Basisonderwijs,PvdD
909,GM0794    ,Helmond,female,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",Did not vote
910,GM1924    ,Goeree-Overflakkee,female,65-75,Basisonderwijs,CDA
911,GM0355    ,Zeist,female,55-65,"Hbo-, wo-bachelor",CDA
912,GM0613    ,Albrandswaard,female,45-55,"Hbo-, wo-bachelor",VVD
913,GM0397    ,Heemstede,female,65-75,"Havo, vwo, mbo2-4",CDA
914,GM0717    ,Veere,female,65-75,"Havo, vwo, mbo2-4",CDA
915,GM1771    ,Geldrop-Mierlo,male,15-25,Basisonderwijs,Did not vote
916,GM0505    ,Dordrecht,female,25-35,"Havo, vwo, mbo2-4",D66
917,GM0396    ,Heemskerk,female,55-65,"Havo, vwo, mbo2-4",CDA
918,GM0230    ,Elburg,female,45-55,"Vmbo, havo-/vwo-onderbouw, mbo1",CDA
919,GM0148    ,Dalfsen,male,65-75,"Havo, vwo, mbo2-4",CDA
920,GM0034    ,Almere,male,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",Did not vote
921,GM1959    ,Altena,male,35-45,"Havo, vwo, mbo2-4",BBB
922,GM0358    ,Aalsmeer,female,65-75,"Vmbo, havo-/vwo-onderbouw, mbo1",50PLUS
923,GM1979    ,Eemsdelta,female,55-65,"Havo, vwo, mbo2-4",VVD
924,GM0171    ,Noordoostpolder,male,25-35,"Havo, vwo, mbo2-4",BBB
925,GM0148    ,Dalfsen,male,45-55,"Havo, vwo, mbo2-4",VVD
926,GM1742    ,Rijssen-Holten,female,55-65,"Havo, vwo, mbo2-4",CDA
927,GM0518    ,'s-Gravenhage (gemeente),female,55-65,"Hbo-, wo-bachelor",D66
928,GM0984    ,Venray,female,55-65,"Hbo-, wo-bachelor",CDA
929,GM0882    ,Landgraaf,male,55-65,"Havo, vwo, mbo2-4",CDA
930,GM0200    ,Apeldoorn,female,55-65,Basisonderwijs,CDA
931,GM0599    ,Rotterdam,male,65-75,"Hbo-, wo-bachelor",50PLUS
932,GM1621    ,Lansingerland,male,35-45,"Havo, vwo, mbo2-4",VVD
933,GM1876    ,Bronckhorst,female,45-55,"Vmbo, havo-/vwo-onderbouw, mbo1",BBB
934,GM1916    ,Leidschendam-Voorburg,male,45-55,Basisonderwijs,PVV
935,GM1742    ,Rijssen-Holten,female,35-45,"Havo, vwo, mbo2-4",D66
936,GM0518    ,'s-Gravenhage (gemeente),female,25-35,"Hbo-, wo-master, doctor",D66
937,GM0502    ,Capelle aan den IJssel,male,15-25,"Havo, vwo, mbo2-4",D66
938,GM0308    ,Baarn,female,15-25,"Havo, vwo, mbo2-4",D66
939,GM0226    ,Duiven,female,35-45,"Havo, vwo, mbo2-4",D66
940,GM0855    ,Tilburg,female,55-65,"Hbo-, wo-bachelor",CDA
941,GM0080    ,Leeuwarden,female,45-55,"Havo, vwo, mbo2-4",VVD
942,GM0851    ,Steenbergen,female,35-45,"Hbo-, wo-bachelor",CDA
943,GM0599    ,Rotterdam,female,35-45,"Hbo-, wo-master, doctor",D66
944,GM0737    ,Tytsjerksteradiel,male,15-25,"Havo, vwo, mbo2-4",VVD
945,GM1894    ,Peel en Maas,female,35-45,"Hbo-, wo-bachelor",VVD
946,GM0546    ,Leiden,male,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",Did not vote
947,GM0299    ,Zevenaar,male,55-65,"Hbo-, wo-bachelor",VVD
948,GM1931    ,Krimpenerwaard,male,35-45,"Vmbo, havo-/vwo-onderbouw, mbo1",VVD
949,GM0375    ,Beverwijk,male,55-65,"Havo, vwo, mbo2-4",VVD
950,GM1982    ,Land van Cuijk,male,55-65,"Havo, vwo, mbo2-4",50PLUS
951,GM0847    ,Someren,female,65-75,Basisonderwijs,CDA
952,GM0392    ,Haarlem,female,35-45,"Hbo-, wo-bachelor",D66
953,GM0363    ,Amsterdam,female,25-35,"Hbo-, wo-bachelor",D66
954,GM0531    ,Hendrik-Ido-Ambacht,female,35-45,"Havo, vwo, mbo2-4",D66
955,GM0599    ,Rotterdam,male,55-65,"Hbo-, wo-bachelor",D66
956,GM1735    ,Hof van Twente,male,65-75,"Vmbo, havo-/vwo-onderbouw, mbo1",CDA
